reg_number,url,law,purchase_method,status,object_name,customer_name,customer_url,initial_price,region_code,region_name,scraped_at
0338300031326000003,https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0338300031326000003,44-ФЗ,44-ФЗ                                    Электронный аукцион,Подача заявок,Поставка товаров для нужд МБУ ДО «ДЮЦ «Юность»,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""ДЕТСКО-ЮНОШЕСКИЙ ЦЕНТР ""ЮНОСТЬ""",https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=769274,191800.0,63,Самарская область,2026-04-25T20:32:29.846733
0338300031326000002,https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0338300031326000002,44-ФЗ,44-ФЗ                                    Электронный аукцион,Подача заявок,Поставка товаров для нужд МБУ ДО «ДЮЦ «Юность»,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""ДЕТСКО-ЮНОШЕСКИЙ ЦЕНТР ""ЮНОСТЬ""",https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=769274,300200.0,63,Самарская область,2026-04-25T20:32:29.847783
1038600000326000004,https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=1038600000326000004,44-ФЗ,44-ФЗ                                    Электронный аукцион,Подача заявок,Поставка компьютерной техники для нужд МКУ ЦБО и МТО,"МУНИЦИПАЛЬНОЕ КАЗЁННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР БУХГАЛТЕРСКОГО ОБСЛУЖИВАНИЯ И МАТЕРИАЛЬНО-ТЕХНИЧЕСКОГО ОБЕСПЕЧЕНИЯ""",https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=2187536,887700.0,63,Самарская область,2026-04-25T20:32:29.848625
0338300007826000099,https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0338300007826000099,44-ФЗ,44-ФЗ                                    Электронный аукцион,Подача заявок,"Поставка расходного материала для аппарата ""ФОТЕК""","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""КАМЧАТСКИЙ КРАЕВОЙ РОДИЛЬНЫЙ ДОМ""",https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=727069,1061645.99,63,Самарская область,2026-04-25T20:32:29.849461
0338300007826000088,https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0338300007826000088,44-ФЗ,44-ФЗ                                    Электронный аукцион,Подача заявок,Поставка расходных материалов для медицинских мониторов,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""КАМЧАТСКИЙ КРАЕВОЙ РОДИЛЬНЫЙ ДОМ""",https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=727069,857980.58,63,Самарская область,2026-04-25T20:32:29.850284
0338300007826000090,https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0338300007826000090,44-ФЗ,44-ФЗ                                    Электронный аукцион,Подача заявок,Поставка расходных материалов для медицинских мониторов,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""КАМЧАТСКИЙ КРАЕВОЙ РОДИЛЬНЫЙ ДОМ""",https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=727069,902712.8,63,Самарская область,2026-04-25T20:32:29.851095
0391600003226000056,https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0391600003226000056,44-ФЗ,44-ФЗ                                    Электронный аукцион,Подача заявок,Битум нефтяной дорожный БНД 100/130,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДСКОГО ОКРУГА ""ГОРОД ЧИТА"" ""ДОРОЖНО-МОСТОВОЕ РЕМОНТНО-СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ""",https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=2615998,7225832.85,63,Самарская область,2026-04-25T20:32:29.852574
0338300007826000093,https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0338300007826000093,44-ФЗ,44-ФЗ                                    Электронный аукцион,Подача заявок,Поставка расходных материалов для медицинских мониторов,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""КАМЧАТСКИЙ КРАЕВОЙ РОДИЛЬНЫЙ ДОМ""",https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=727069,261625.0,63,Самарская область,2026-04-25T20:32:29.854046
32615951178,https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=19705087,223-ФЗ,"223-ФЗ                                    Запрос котировок в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства",Подача заявок,Поставка реагентов  для анализатора гликированного гемоглобина GH900 Plus,"ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ИРКУТСКАЯ ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 8""",https://zakupki.gov.ru/epz/organization/view223/info.html?agencyId=50566,3987808.0,63,Самарская область,2026-04-25T20:32:29.855458
0391600003226000055,https://zakupki.gov.ru/epz/order/notice/zk20/view/common-info.html?regNumber=0391600003226000055,44-ФЗ,44-ФЗ                                    Запрос котировок в электронной форме,Подача заявок,Автошампунь для бесконтактной мойки автомобилей,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДСКОГО ОКРУГА ""ГОРОД ЧИТА"" ""ДОРОЖНО-МОСТОВОЕ РЕМОНТНО-СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ""",https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=2615998,85681.8,63,Самарская область,2026-04-25T20:32:29.856869
