reg_number,url,law,purchase_method,status,object_name,customer_name,customer_url,initial_price,region_code,region_name,scraped_at
0338300031326000003,https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0338300031326000003,44-ФЗ,44-ФЗ                                    Электронный аукцион,Подача заявок,Поставка товаров для нужд МБУ ДО «ДЮЦ «Юность»,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""ДЕТСКО-ЮНОШЕСКИЙ ЦЕНТР ""ЮНОСТЬ""",https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=769274,191800.0,54,Новосибирская область,2026-04-25T20:04:22.325083
0338300031326000002,https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0338300031326000002,44-ФЗ,44-ФЗ                                    Электронный аукцион,Подача заявок,Поставка товаров для нужд МБУ ДО «ДЮЦ «Юность»,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""ДЕТСКО-ЮНОШЕСКИЙ ЦЕНТР ""ЮНОСТЬ""",https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=769274,300200.0,54,Новосибирская область,2026-04-25T20:04:22.326099
1038600000326000004,https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=1038600000326000004,44-ФЗ,44-ФЗ                                    Электронный аукцион,Подача заявок,Поставка компьютерной техники для нужд МКУ ЦБО и МТО,"МУНИЦИПАЛЬНОЕ КАЗЁННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР БУХГАЛТЕРСКОГО ОБСЛУЖИВАНИЯ И МАТЕРИАЛЬНО-ТЕХНИЧЕСКОГО ОБЕСПЕЧЕНИЯ""",https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=2187536,887700.0,54,Новосибирская область,2026-04-25T20:04:22.327029
0338300007826000099,https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0338300007826000099,44-ФЗ,44-ФЗ                                    Электронный аукцион,Подача заявок,"Поставка расходного материала для аппарата ""ФОТЕК""","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""КАМЧАТСКИЙ КРАЕВОЙ РОДИЛЬНЫЙ ДОМ""",https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=727069,1061645.99,54,Новосибирская область,2026-04-25T20:04:22.328338
0338300007826000088,https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0338300007826000088,44-ФЗ,44-ФЗ                                    Электронный аукцион,Подача заявок,Поставка расходных материалов для медицинских мониторов,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""КАМЧАТСКИЙ КРАЕВОЙ РОДИЛЬНЫЙ ДОМ""",https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=727069,857980.58,54,Новосибирская область,2026-04-25T20:04:22.329375
0338300007826000090,https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0338300007826000090,44-ФЗ,44-ФЗ                                    Электронный аукцион,Подача заявок,Поставка расходных материалов для медицинских мониторов,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""КАМЧАТСКИЙ КРАЕВОЙ РОДИЛЬНЫЙ ДОМ""",https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=727069,902712.8,54,Новосибирская область,2026-04-25T20:04:22.330771
0391600003226000056,https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0391600003226000056,44-ФЗ,44-ФЗ                                    Электронный аукцион,Подача заявок,Битум нефтяной дорожный БНД 100/130,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДСКОГО ОКРУГА ""ГОРОД ЧИТА"" ""ДОРОЖНО-МОСТОВОЕ РЕМОНТНО-СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ""",https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=2615998,7225832.85,54,Новосибирская область,2026-04-25T20:04:22.331627
0338300007826000093,https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0338300007826000093,44-ФЗ,44-ФЗ                                    Электронный аукцион,Подача заявок,Поставка расходных материалов для медицинских мониторов,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""КАМЧАТСКИЙ КРАЕВОЙ РОДИЛЬНЫЙ ДОМ""",https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=727069,261625.0,54,Новосибирская область,2026-04-25T20:04:22.332438
0391600003226000055,https://zakupki.gov.ru/epz/order/notice/zk20/view/common-info.html?regNumber=0391600003226000055,44-ФЗ,44-ФЗ                                    Запрос котировок в электронной форме,Подача заявок,Автошампунь для бесконтактной мойки автомобилей,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДСКОГО ОКРУГА ""ГОРОД ЧИТА"" ""ДОРОЖНО-МОСТОВОЕ РЕМОНТНО-СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ""",https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=2615998,85681.8,54,Новосибирская область,2026-04-25T20:04:22.333242
0391600003226000054,https://zakupki.gov.ru/epz/order/notice/zk20/view/common-info.html?regNumber=0391600003226000054,44-ФЗ,44-ФЗ                                    Запрос котировок в электронной форме,Подача заявок,Печное топливо,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДСКОГО ОКРУГА ""ГОРОД ЧИТА"" ""ДОРОЖНО-МОСТОВОЕ РЕМОНТНО-СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ""",https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=2615998,2575286.51,54,Новосибирская область,2026-04-25T20:04:22.334045
