reg_number,url,law,purchase_method,status,object_name,customer_name,customer_url,initial_price,region_code,region_name,scraped_at
0873200002726000020,https://zakupki.gov.ru/epz/order/notice/zk20/view/common-info.html?regNumber=0873200002726000020,44-ФЗ,44-ФЗ                                    Запрос котировок в электронной форме,Подача заявок,"Поставка игрушек для активного отдыха для нужд ГБУЗ ""ДС № 15 ДЗМ""","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ДЕТСКИЙ БРОНХОЛЕГОЧНЫЙ САНАТОРИЙ № 15 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""",https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=1416143,80429.0,66,Свердловская область,2026-04-25T20:21:42.844018
32615951146,https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=19705041,223-ФЗ,223-ФЗ                                    Прочие,,СП-143 Поставка инструментов,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТАТТЕЛЕКОМ""",https://zakupki.gov.ru/epz/organization/view223/info.html?agencyId=9459,496065.57,66,Свердловская область,2026-04-25T20:21:42.845228
0334100001826000023,https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0334100001826000023,44-ФЗ,44-ФЗ                                    Электронный аукцион,Подача заявок,Светильник аварийный светодиодный,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""СЛЕДСТВЕННЫЙ ИЗОЛЯТОР № 3 ГЛАВНОГО УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО ИРКУТСКОЙ ОБЛАСТИ""",https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=621508,96990.0,66,Свердловская область,2026-04-25T20:21:42.846410
0354200024026000227,https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0354200024026000227,44-ФЗ,44-ФЗ                                    Электронный аукцион,Подача заявок,закупки товаров на 2026 год: гвозди интрамедуллярные,"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ОРЛОВСКОЙ ОБЛАСТИ ""НАУЧНО-КЛИНИЧЕСКИЙ МНОГОПРОФИЛЬНЫЙ ЦЕНТР МЕДИЦИНСКОЙ ПОМОЩИ МАТЕРЯМ И ДЕТЯМ ИМЕНИ З. И. КРУГЛОЙ""",https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=627092,579249.3,66,Свердловская область,2026-04-25T20:21:42.848064
0354200024026000226,https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0354200024026000226,44-ФЗ,44-ФЗ                                    Электронный аукцион,Подача заявок,закупка товаров на 2026 год: катетеры периферические,"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ОРЛОВСКОЙ ОБЛАСТИ ""НАУЧНО-КЛИНИЧЕСКИЙ МНОГОПРОФИЛЬНЫЙ ЦЕНТР МЕДИЦИНСКОЙ ПОМОЩИ МАТЕРЯМ И ДЕТЯМ ИМЕНИ З. И. КРУГЛОЙ""",https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=627092,189599.5,66,Свердловская область,2026-04-25T20:21:42.849157
0354200024026000225,https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0354200024026000225,44-ФЗ,44-ФЗ                                    Электронный аукцион,Подача заявок,Закупка товаров на 2026 год: шапки электродные для ЭЭГ,"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ОРЛОВСКОЙ ОБЛАСТИ ""НАУЧНО-КЛИНИЧЕСКИЙ МНОГОПРОФИЛЬНЫЙ ЦЕНТР МЕДИЦИНСКОЙ ПОМОЩИ МАТЕРЯМ И ДЕТЯМ ИМЕНИ З. И. КРУГЛОЙ""",https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=627092,105995.3,66,Свердловская область,2026-04-25T20:21:42.850044
0354200024026000224,https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0354200024026000224,44-ФЗ,44-ФЗ                                    Электронный аукцион,Подача заявок,"закупка товаров на 2026 год: термометры для холодильников, гигрометры","БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ОРЛОВСКОЙ ОБЛАСТИ ""НАУЧНО-КЛИНИЧЕСКИЙ МНОГОПРОФИЛЬНЫЙ ЦЕНТР МЕДИЦИНСКОЙ ПОМОЩИ МАТЕРЯМ И ДЕТЯМ ИМЕНИ З. И. КРУГЛОЙ""",https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=627092,11623.22,66,Свердловская область,2026-04-25T20:21:42.850885
0354200024026000223,https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0354200024026000223,44-ФЗ,44-ФЗ                                    Электронный аукцион,Подача заявок,закупка товаров на 2026 год: пробирки для исследования мочи,"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ОРЛОВСКОЙ ОБЛАСТИ ""НАУЧНО-КЛИНИЧЕСКИЙ МНОГОПРОФИЛЬНЫЙ ЦЕНТР МЕДИЦИНСКОЙ ПОМОЩИ МАТЕРЯМ И ДЕТЯМ ИМЕНИ З. И. КРУГЛОЙ""",https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=627092,42450.0,66,Свердловская область,2026-04-25T20:21:42.851720
0176200000826000016,https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0176200000826000016,44-ФЗ,44-ФЗ                                    Электронный аукцион,Подача заявок,Поставка канцелярских товаров и принадлежностей,ГОСУДАРСТВЕННЫЙ СОВЕТ-ХАСЭ РЕСПУБЛИКИ АДЫГЕЯ,https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=659611,27444.07,66,Свердловская область,2026-04-25T20:21:42.852534
9960700002126000077,https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=9960700002126000077,44-ФЗ,44-ФЗ                                    Электронный аукцион,Определение поставщика завершено,Закупка автотест 8e881ea2-a312-4aee-a594-f15ecf9cfe62,Тестовая организация Авто-21,https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=2285771,999999.0,66,Свердловская область,2026-04-25T20:21:42.853806
